fid;nama tempat;url tempat;alamat;nomor telepon;latitude;longitude;latilong;kategori gmaps;website;rating;review terbaru;status review;input direktori;modifikasi;kk;gid;bstt;luas;bsbtt;idsls;kdkab;kdkec;kdsls;nmkab;nmkec;nmsls;bstt_k;kddesa;kdprov;khusus;muatan;nmdesa;nmprov;posisi;segmen;subsls;sumber;dom_sls;periode;tingkat;idsubsls;nm_gedung;wil_campur
28;Ekasolle Cakery;https://www.google.com/maps/place/Ekasolle+Cakery/@-1.257341,116.8818955,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1477441196f23:0x25659fe7147b86cf!8m2!3d-1.257341!4d116.8818955!16s%2Fg%2F11k716f905?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D;Komplek Pesona Alam Residence Blok F No. 13, Sungai Nangka, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;0852-4704-2299;-1,257341;116,8818955;-1.257341,116.8818955;Toko Kue;Website tidak ditemukan;Rating tidak ditemukan;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;iLoveMerge1Juni2026;28/05/2023;;212340;;0,076077737;;6,47101E+13;71;010;0041;BALIKPAPAN;BALIKPAPAN SELATAN;RT 41;;010;64;;;SUNGAI NANGKA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
29;HOMEIDE.PR [MAHAR & SESERAHAN];https://www.google.com/maps/place/HOMEIDE.PR+%5BMAHAR+%26+SESERAHAN%5D/@-1.2571801,116.8814197,17z/data=!3m1!4b1!4m6!3m5!1s0x2df14702dff65389:0x1537f61c50c2d148!8m2!3d-1.2571801!4d116.8814197!16s%2Fg%2F11k345h9bq?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D;Perumahan pesona alam residence blok.G no.4 ( masuk gapura, Jl. Perum BDS 2, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;Nomor telepon tidak ditemukan;-1,2571801;116,8814197;-1.2571801,116.8814197;Toko Kerajinan Tangan;Website tidak ditemukan;5,0;3 tahun lalu;Ulasan terbaru tanpa label 'NEW';iLoveMerge;10/07/2025;;212340;;0,076077737;;6,47101E+13;71;010;0041;BALIKPAPAN;BALIKPAPAN SELATAN;RT 41;;010;64;;;SUNGAI NANGKA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
30;Pesona Alam Residence;https://www.google.com/maps/place/Pesona+Alam+Residence/@-1.2573862,116.8825877,17z/data=!3m1!4b1!4m6!3m5!1s0x2df14685ea1ba479:0x1a59be8652bd0b88!8m2!3d-1.2573862!4d116.8825877!16s%2Fg%2F11cjj0c9bx?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYwOS4wIKXMDSoASAFQAw%3D%3D;Ruko, Jl Manunggal, Jl. Perum BDS 2 Kelurahan Sungai Nangka No.1 Blok J, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76115;(0542) 8520395;-1,2573862;116,8825877;-1.2573862,116.8825877;Developer Rumah Hunian Khusus;Website tidak ditemukan;3,9;4 minggu lalu;Ulasan terbaru tanpa label 'NEW';perusahaan manajemen propertidi balikpapan utara;17/06/2025;;212340;;0,076077737;;6,47101E+13;71;010;0041;BALIKPAPAN;BALIKPAPAN SELATAN;RT 41;;010;64;;;SUNGAI NANGKA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
31;Ahmadstore;https://www.google.com/maps/place/Ahmadstore/@-1.2354013,116.8134388,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1470f6abb3f21:0xd93cef4546d1321!8m2!3d-1.2354013!4d116.8134388!16s%2Fg%2F11t2lcrq12?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;Jl. 21 Januari No.rt 48 no 62, Baru Tengah, Kec. Balikpapan Bar., Kota Balikpapan, Kalimantan Timur 76116;0812-7411-1149;-1,2354013;116,8134388;-1.2354013,116.8134388;Kategori tidak ditemukan;Website tidak ditemukan;Rating tidak ditemukan;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;toko perlengkapan rumah tanggadi kota balikpapan;28/05/2023;;213393;;0,029042285;;6,47105E+13;71;050;0006;BALIKPAPAN;BALIKPAPAN BARAT;RT 054;;001;64;;;BARU TENGAH;KALIMANTAN TIMUR;;;;;;2023_1;;;;
32;export ikan;https://www.google.com/maps/place/export+ikan/@-1.235292,116.8138362,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1478331444a75:0x8a7387bc0cbd30cf!8m2!3d-1.235292!4d116.8138362!16s%2Fg%2F11jcy2k4pk?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxMS4wIKXMDSoASAFQAw%3D%3D;jl.21 januar i rt.06 no.15 gg Family Kel;0813-4766-6675;-1,235292;116,8138362;-1.235292,116.8138362;Eksportir;Website tidak ditemukan;Rating tidak ditemukan;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;eksportir di balikpapan utara;19/06/2025;;213393;;0,029042285;;6,47105E+13;71;050;0006;BALIKPAPAN;BALIKPAPAN BARAT;RT 054;;001;64;;;BARU TENGAH;KALIMANTAN TIMUR;;;;;;2023_1;;;;
33;Robinson;https://www.google.com/maps/place/Robinson/@-1.2352921,116.8138361,17z/data=!4m6!3m5!1s0x2df147003990bce5:0x3dd810f70a40a437!8m2!3d-1.2352921!4d116.8138361!16s%2Fg%2F11vm52zj88?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxNi4wIKXMDSoASAFQAw%3D%3D;Gg. Family, Baru Tengah, Kec. Balikpapan Bar., Kota Balikpapan, Kalimantan Timur;Nomor telepon tidak ditemukan;-1,2352921;116,8138361;-1.2352921,116.8138361;Tempat Ibadah;Website tidak ditemukan;Rating tidak ditemukan;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;asosiasi atau organisasi di balikpapan barat;23/06/2025;;213393;;0,029042285;;6,47105E+13;71;050;0006;BALIKPAPAN;BALIKPAPAN BARAT;RT 054;;001;64;;;BARU TENGAH;KALIMANTAN TIMUR;;;;;;2023_1;;;;
34;Gudang Baru Awtwo;https://www.google.com/maps/place/Gudang+Baru+Awtwo/@-1.2359807,116.8127599,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1470051bc3de7:0x5c2c79714ce37bbc!8m2!3d-1.2359807!4d116.8127599!16s%2Fg%2F11w_z6wdy7?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxNi4wIKXMDSoASAFQAw%3D%3D;QR77+J53, Jl. 21 Januari Gg. Family, Baru Tengah, Kec. Balikpapan Bar., Kota Balikpapan, Kalimantan Timur;Nomor telepon tidak ditemukan;-1,2359807;116,8127599;-1.2359807,116.8127599;Gudang;Website tidak ditemukan;Rating tidak ditemukan;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;gudang di balikpapan barat;23/06/2025;;213393;;0,029042285;;6,47105E+13;71;050;0006;BALIKPAPAN;BALIKPAPAN BARAT;RT 054;;001;64;;;BARU TENGAH;KALIMANTAN TIMUR;;;;;;2023_1;;;;
35;Edy;https://www.google.com/maps/place/Edy/@-1.2356284,116.8135661,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147768ada81f3:0x805b847a13b63547!8m2!3d-1.2356284!4d116.8135661!16s%2Fg%2F11nxskwxtp?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxNi4wIKXMDSoASAFQAw%3D%3D;Jl. 21 Januari, Baru Tengah, Kec. Balikpapan Bar., Kota Balikpapan, Kalimantan Timur 76132;0811-5419-838;-1,2356284;116,8135661;-1.2356284,116.8135661;Klinik Perjalanan;Website tidak ditemukan;Rating tidak ditemukan;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;klinik medis di balikpapan barat;23/06/2025;;213393;;0,029042285;;6,47105E+13;71;050;0006;BALIKPAPAN;BALIKPAPAN BARAT;RT 054;;001;64;;;BARU TENGAH;KALIMANTAN TIMUR;;;;;;2023_1;;;;
36;JEMBATAN CINTA KAMPUNG BARU TENGAH;https://www.google.com/maps/place/JEMBATAN+CINTA+KAMPUNG+BARU+TENGAH/@-1.2359911,116.812912,17z/data=!4m6!3m5!1s0x2df14713ad038f11:0xfb2e5052fc274fe0!8m2!3d-1.2359911!4d116.812912!16s%2Fg%2F11vjftz7xd?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D;QR77+J53, Jl. 21 Januari Gg. Family, Baru Tengah, Kec. Balikpapan Bar., Kota Balikpapan, Kalimantan Timur;Nomor telepon tidak ditemukan;-1,2359911;116,812912;-1.2359911,116.812912;Asosiasi Teknisi Pelabuhan dan Kanal Jalan;Website tidak ditemukan;5,0;6 hari lalu;Ulasan terbaru berlabel 'NEW';jembatan di balikpapan barat;19/06/2025;;213393;;0,029042285;;6,47105E+13;71;050;0006;BALIKPAPAN;BALIKPAPAN BARAT;RT 054;;001;64;;;BARU TENGAH;KALIMANTAN TIMUR;;;;;;2023_1;;;;
37;RedDoorz Plus near Sepinggan Airport 3;https://www.google.com/maps/place/RedDoorz+Plus+near+Sepinggan+Airport+3/@-1.266491,116.8820315,17z/data=!4m9!3m8!1s0x2df14699a0f3a0b1:0xfcdb5379569f5a33!5m2!4m1!1i2!8m2!3d-1.266491!4d116.8820315!16s%2Fg%2F11b7rn9hm_?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;Jl. Marsma R. Iswahyudi, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;0895-4173-00072;-1,266491;116,8820315;-1.266491,116.8820315;Kategori tidak ditemukan;reddoorz.com;3,5;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;balikpapan;28/05/2023;;212369;;0,021674956;;6,47101E+13;71;010;0013;BALIKPAPAN;BALIKPAPAN SELATAN;RT 13;;010;64;;;SUNGAI NANGKA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
38;GUEST HOUSE BARKAH;https://www.google.com/maps/place/GUEST+HOUSE+BARKAH/@-1.2665366,116.882083,17z/data=!3m1!4b1!4m9!3m8!1s0x2df14702dcb477ad:0xfd797c2f7607e4ac!5m2!4m1!1i2!8m2!3d-1.2665366!4d116.882083!16s%2Fg%2F11hkcfxdpy?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;Gunung Bahagia Kecamatan Balikpapan Selatan, Kelurahan, Gn. Bahagia, Kec. Balikpapan Kota, Kota Balikpapan, Kalimantan Timur 76114;0822-5692-2392;-1,2665366;116,882083;-1.2665366,116.882083;Kategori tidak ditemukan;Website tidak ditemukan;3,4;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;balikpapan;28/05/2023;;212369;;0,021674956;;6,47101E+13;71;010;0013;BALIKPAPAN;BALIKPAPAN SELATAN;RT 13;;010;64;;;SUNGAI NANGKA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
39;POSBAKUMADIN BALIKPAPAN;https://www.google.com/maps/place/POSBAKUMADIN+BALIKPAPAN/@-1.2651597,116.8819351,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1469a34378da7:0x9fa74130ed723800!8m2!3d-1.2651597!4d116.8819351!16s%2Fg%2F11g9swgp8w?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;Jalan Marsma Iswahyudi, Perumahan Pondok Karya Agung Blok BAA No.48, Gn. Bahagia, Sel., Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;0852-5088-8344;-1,2651597;116,8819351;-1.2651597,116.8819351;Pengacara;Website tidak ditemukan;4,8;2 minggu lalu;Ulasan terbaru berlabel 'NEW';layanan hukumdi kota balikpapan;28/05/2023;;212369;;0,021674956;;6,47101E+13;71;010;0013;BALIKPAPAN;BALIKPAPAN SELATAN;RT 13;;010;64;;;SUNGAI NANGKA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
40;TrueMoney Indonesia;https://www.google.com/maps/place/TrueMoney+Indonesia/@-1.2642403,116.8818643,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1469a52426ee9:0x6e71a4e1a9a3bc2a!8m2!3d-1.2642403!4d116.8818643!16s%2Fg%2F11d_bhzqdc?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;Pondok Karya Agung No. B1-24, Gunung Bahagia, Balikpapan Selatan, Balikpapan City, East Kalimantan 76114;0804 100 0100;-1,2642403;116,8818643;-1.2642403,116.8818643;Layanan Transfer Uang;truemoney.co.id;Rating tidak ditemukan;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;pakboss-Merge (3);23/06/2025;;212369;;0,021674956;;6,47101E+13;71;010;0013;BALIKPAPAN;BALIKPAPAN SELATAN;RT 13;;010;64;;;SUNGAI NANGKA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
41;Pondok Karya Agung Blok BAA 57;https://www.google.com/maps/place/Pondok+Karya+Agung+Blok+BAA+57/@-1.2660706,116.8822283,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147e9a1ca6c59:0x60a3b58ee39074d3!8m2!3d-1.2660706!4d116.8822283!16s%2Fg%2F11hypnqhrq?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxMS4wIKXMDSoASAFQAw%3D%3D;PVMJ+HVH, Unnamed Road, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76115;Nomor telepon tidak ditemukan;-1,2660706;116,8822283;-1.2660706,116.8822283;Rumah Kaca;Website tidak ditemukan;4,9;3 tahun lalu;Ulasan terbaru tanpa label 'NEW';rumah kaca di balikpapan utara;17/06/2025;;212369;;0,021674956;;6,47101E+13;71;010;0013;BALIKPAPAN;BALIKPAPAN SELATAN;RT 13;;010;64;;;SUNGAI NANGKA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
42;Kingdom garage;https://www.google.com/maps/place/Kingdom+garage/@-1.2663036,116.8825229,17z/data=!4m6!3m5!1s0x2df1475a1dbdde9d:0x52205edc578d537f!8m2!3d-1.2663036!4d116.8825229!16s%2Fg%2F11l35x5y6g?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxNi4wIKXMDSoASAFQAw%3D%3D;PVPJ+6GR, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;0852-4754-1882;-1,2663036;116,8825229;-1.2663036,116.8825229;Bengkel Mobil;Website tidak ditemukan;5,0;4 bulan lalu;Ulasan terbaru tanpa label 'NEW';Bengkel perbaikan listrik di balikpapan utara;23/06/2025;;212369;;0,021674956;;6,47101E+13;71;010;0013;BALIKPAPAN;BALIKPAPAN SELATAN;RT 13;;010;64;;;SUNGAI NANGKA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
43;Multitama Indonesia. PT;https://www.google.com/maps/place/Multitama+Indonesia.+PT/@-1.2664601,116.8819708,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1469983a12607:0xa877a3380cdeca8b!8m2!3d-1.2664601!4d116.8819708!16s%2Fg%2F1pzr687fq?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxNi4wIKXMDSoASAFQAw%3D%3D;JL. Pondok Karya Agung No.72, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;(0542) 763936;-1,2664601;116,8819708;-1.2664601,116.8819708;Toko Ban;Website tidak ditemukan;5,0;6 tahun lalu;Ulasan terbaru tanpa label 'NEW';toko ban di balikpapan barat;23/06/2025;;212369;;0,021674956;;6,47101E+13;71;010;0013;BALIKPAPAN;BALIKPAPAN SELATAN;RT 13;;010;64;;;SUNGAI NANGKA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
44;Distributor Propolis;https://www.google.com/maps/place/Distributor+Propolis/@-1.2651999,116.8820348,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1469bb45ab101:0x5c5c4a53d23501e1!8m2!3d-1.2651999!4d116.8820348!16s%2Fg%2F1pzppphf6?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D;Jl. Marsma R. Iswahyudi No.10, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;(0542) 764247;-1,2651999;116,8820348;-1.2651999,116.8820348;Layanan Distribusi;britishpropolisoffice.com;Rating tidak ditemukan;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;distribusi di balikpapan utara;09/07/2025;;212369;;0,021674956;;6,47101E+13;71;010;0013;BALIKPAPAN;BALIKPAPAN SELATAN;RT 13;;010;64;;;SUNGAI NANGKA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
45;Gandrung Grafika;https://www.google.com/maps/place/Gandrung+Grafika/@-1.239135,116.8358122,17z/data=!4m6!3m5!1s0x2df1442ec733c253:0x2cf00f1a5aee05d6!8m2!3d-1.239135!4d116.8358122!16s%2Fg%2F11f2wpw2s2?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;Jl. Inpres 2, Muara Rapak, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur;0858-4995-6376;-1,239135;116,8358122;-1.239135,116.8358122;Biro Iklan;Website tidak ditemukan;4,5;4 tahun lalu;Ulasan terbaru tanpa label 'NEW';biro iklandi kota balikpapan;28/05/2023;;213578;;0,039710357;;6,47103E+13;71;030;0049;BALIKPAPAN;BALIKPAPAN UTARA;RT 049;;001;64;;;MUARA RAPAK;KALIMANTAN TIMUR;;;;;;2023_1;;;;
46;Mr. Ting Wae;https://www.google.com/maps/place/Mr.+Ting+Wae/@-1.2385285,116.8354207,17z/data=!4m6!3m5!1s0x2df147d3ea36079d:0x6a2a8705fb3a50cd!8m2!3d-1.2385285!4d116.8354207!16s%2Fg%2F11r_x5xq06?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;Jl. Klamono I No.04, RT.49, Muara Rapak, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76125;0852-4637-6277;-1,2385285;116,8354207;-1.2385285,116.8354207;Ahli tembakau;Website tidak ditemukan;4,7;2 bulan lalu;Ulasan terbaru tanpa label 'NEW';toko tembakaudi kota balikpapan;28/05/2023;;213578;;0,039710357;;6,47103E+13;71;030;0049;BALIKPAPAN;BALIKPAPAN UTARA;RT 049;;001;64;;;MUARA RAPAK;KALIMANTAN TIMUR;;;;;;2023_1;;;;
47;Kampung Toga Muara Rapak;https://www.google.com/maps/place/Kampung+Toga+Muara+Rapak/@-1.2374123,116.8348568,17z/data=!4m6!3m5!1s0x2df147911fa5e923:0x8f8694decb5245bf!8m2!3d-1.2374123!4d116.8348568!16s%2Fg%2F11mxwj89d6?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxMS4wIKXMDSoASAFQAw%3D%3D;QR7M+2WQ, Jl. Klamono, Muara Rapak, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76124;Nomor telepon tidak ditemukan;-1,2374123;116,8348568;-1.2374123,116.8348568;Taman;Website tidak ditemukan;4,3;4 tahun lalu;Ulasan terbaru tanpa label 'NEW';tempat piknik di balikpapan utara;17/06/2025;;213578;;0,039710357;;6,47103E+13;71;030;0049;BALIKPAPAN;BALIKPAPAN UTARA;RT 049;;001;64;;;MUARA RAPAK;KALIMANTAN TIMUR;;;;;;2023_1;;;;
48;RUMAH AL;https://www.google.com/maps/place/RUMAH+AL/@-1.2375654,116.8343172,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147003261a3db:0xa80f2d0deef1283c!8m2!3d-1.2375654!4d116.8343172!16s%2Fg%2F11x7y8swc7?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxMS4wIKXMDSoASAFQAw%3D%3D;QR6M+XPG, Muara Rapak, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur;Nomor telepon tidak ditemukan;-1,2375654;116,8343172;-1.2375654,116.8343172;Kantor Perusahaan;Website tidak ditemukan;Rating tidak ditemukan;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;asosiasi pemilik rumah di balikpapan utara;19/06/2025;;213578;;0,039710357;;6,47103E+13;71;030;0049;BALIKPAPAN;BALIKPAPAN UTARA;RT 049;;001;64;;;MUARA RAPAK;KALIMANTAN TIMUR;;;;;;2023_1;;;;
49;Gamon boba dan es jeruk peras;https://www.google.com/maps/place/Gamon+boba+dan+es+jeruk+peras/@-1.2381067,116.8341217,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147a115645ba5:0x612a1da05a86121c!8m2!3d-1.2381067!4d116.8341217!16s%2Fg%2F11q43ytphm?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D;QR6M+QJ5, Jl. Klamono, Muara Rapak, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76124;0851-5661-7755;-1,2381067;116,8341217;-1.2381067,116.8341217;Kedai Sarapan & Makan Siang;Website tidak ditemukan;Rating tidak ditemukan;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;es di balikpapan utara;09/07/2025;;213578;;0,039710357;;6,47103E+13;71;030;0049;BALIKPAPAN;BALIKPAPAN UTARA;RT 049;;001;64;;;MUARA RAPAK;KALIMANTAN TIMUR;;;;;;2023_1;;;;
50;DrW Skincare Balikpapan (resmi);https://www.google.com/maps/place/DrW+Skincare+Balikpapan+(resmi)/@-1.2393148,116.8349538,17z/data=!4m6!3m5!1s0x2df1472344a80d85:0x87514576d0c77a53!8m2!3d-1.2393148!4d116.8349538!16s%2Fg%2F11k6z8sm9c?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D;Jl. Klamono No.63, Muara Rapak, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76124;0821-5871-1413;-1,2393148;116,8349538;-1.2393148,116.8349538;Toko Kosmetik;Website tidak ditemukan;5,0;;Ulasan terbaru tanpa label 'NEW';kosmetik di balikpapan utara;09/07/2025;;213578;;0,039710357;;6,47103E+13;71;030;0049;BALIKPAPAN;BALIKPAPAN UTARA;RT 049;;001;64;;;MUARA RAPAK;KALIMANTAN TIMUR;;;;;;2023_1;;;;
51;warung aini;https://www.google.com/maps/place/warung+aini/@-1.2527516,116.8591309,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1475973b37f69:0x87638c8cfd57b272!8m2!3d-1.2527516!4d116.8591309!16s%2Fg%2F11s09xgpsc?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;Jl. Mayor Pol. Zainal Arifin No.41, Damai, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;0821-5202-3548;-1,2527516;116,8591309;-1.2527516,116.8591309;Restoran Prasmanan;Website tidak ditemukan;4,5;;Ulasan terbaru tanpa label 'NEW';warung di Balikpapan Utara;28/05/2023;;212350;;0,151536861;;6,47101E+13;71;011;0037;BALIKPAPAN;BALIKPAPAN KOTA;RT 38;;005;64;;;DAMAI;KALIMANTAN TIMUR;;;;;;2023_1;;;;
52;Warung KPK Balikpapan;https://www.google.com/maps/place/Warung+KPK+Balikpapan/@-1.2535339,116.861496,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1477769abb98b:0xf784d56be71e9a44!8m2!3d-1.2535339!4d116.861496!16s%2Fg%2F11ghfdn21p?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;Jalan pol zainal arifin No.2E, RT.14, Damai, Kec. Balikpapan Kota, Kota Balikpapan, Kalimantan Timur 76114;0822-5117-9000;-1,2535339;116,861496;-1.2535339,116.861496;Restoran Seafood;Website tidak ditemukan;4,4;;Ulasan terbaru tanpa label 'NEW';warung di Balikpapan Tengah;28/05/2023;;212350;;0,151536861;;6,47101E+13;71;011;0037;BALIKPAPAN;BALIKPAPAN KOTA;RT 38;;005;64;;;DAMAI;KALIMANTAN TIMUR;;;;;;2023_1;;;;
53;PUTRA MOTOR BALIKPAPAN;https://www.google.com/maps/place/PUTRA+MOTOR+BALIKPAPAN/@-1.2527241,116.857603,17z/data=!4m6!3m5!1s0x2df1473a40b9136b:0x17ade5f0c85f7f3e!8m2!3d-1.2527241!4d116.857603!16s%2Fg%2F11sb84kywj?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;Jl. Bukit Cinta Damai No.RT.38, Damai, baru, Kota Balikpapan, Kalimantan Timur 76114;0853-4964-3377;-1,2527241;116,857603;-1.2527241,116.857603;Bengkel Sepeda Motor;Website tidak ditemukan;5,0;setahun lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;212350;;0,151536861;;6,47101E+13;71;011;0037;BALIKPAPAN;BALIKPAPAN KOTA;RT 38;;005;64;;;DAMAI;KALIMANTAN TIMUR;;;;;;2023_1;;;;
54;Kedai Kopi Binggo;https://www.google.com/maps/place/Kedai+Kopi+Binggo/@-1.2527466,116.8590934,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1477905d54759:0x742d3305b87e83c6!8m2!3d-1.2527466!4d116.8590934!16s%2Fg%2F11ht00kd_w?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;Jl Mayor Pol Zainal Arifin ( Beller ). No 83. RT 39, Damai, Kec. Balikpapan Kota, Kota Balikpapan, Kalimantan Timur 76114;Nomor telepon tidak ditemukan;-1,2527466;116,8590934;-1.2527466,116.8590934;Kafe;Website tidak ditemukan;4,7;9 bulan lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;212350;;0,151536861;;6,47101E+13;71;011;0037;BALIKPAPAN;BALIKPAPAN KOTA;RT 38;;005;64;;;DAMAI;KALIMANTAN TIMUR;;;;;;2023_1;;;;
55;Warkop daeng 4;https://www.google.com/maps/place/Warkop+daeng+4/@-1.252797,116.8589003,17z/data=!4m6!3m5!1s0x2df1473d1fb30159:0xcff393114915cfeb!8m2!3d-1.252797!4d116.8589003!16s%2Fg%2F11t9mrn8ns?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;Jl Mayor Pol Zainal Arifin ( Beller ). No 83. RT 39, Damai, Kec. Balikpapan Kota, Kota Balikpapan, Kalimantan Timur 76114;Nomor telepon tidak ditemukan;-1,252797;116,8589003;-1.252797,116.8589003;Kedai Kopi;Website tidak ditemukan;4,1;7 bulan lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;212350;;0,151536861;;6,47101E+13;71;011;0037;BALIKPAPAN;BALIKPAPAN KOTA;RT 38;;005;64;;;DAMAI;KALIMANTAN TIMUR;;;;;;2023_1;;;;
